system,pid,parentpid,priority,prioritystr,sessionid,ownersid,ownername,ownerdomain,cmdline,threadinjected,path,name,size,attrhex,attrstr,created,accessed,modified,companyname,filedescription,fileversion,internalname,legalcopyright,originalfilename,productname,productversion,cert_exists,cert_verified,cert_result,cert_comment,cert_signer,cert_type,md5,sha1,sha256,Machine,MachineStr,NumberOfSections,TimeDateStamp,NumberOfSymbols,SizeOfOptionalHeader,Characteristics,CharacteristicsStr,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,MemAddressOfEntryPoint,BaseOfCode,BaseOfData,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubSystemVersion,MinorSubSystemVersion,Win32VersionValue,SizeOfImage,SizeOfHeaders,CheckSum,Subsystem,SubsystemStr,DllCharacteristics,DllCharacteristicsStr,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,peid,importcount,exportcount,anomalies,CodeEntropy
"CrowdResponse","0","","","","","","","","","error","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrowdResponse","4","0","0","0","0","","","","","error","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrowdResponse","1108","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-19","LOCAL SERVICE","NT AUTHORITY","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s TimeBrokerSvc","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:10Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","1224","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-18","SYSTEM","NT AUTHORITY","C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:10Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","1280","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-18","SYSTEM","NT AUTHORITY","C:\Windows\system32\svchost.exe -k netsvcs -p -s ProfSvc","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:10Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","1332","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-19","LOCAL SERVICE","NT AUTHORITY","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -s BTAGService","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:10Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","1388","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-19","LOCAL SERVICE","NT AUTHORITY","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s EventLog","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:10Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","1428","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-18","SYSTEM","NT AUTHORITY","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s TabletInputService","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:10Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","1448","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-18","SYSTEM","NT AUTHORITY","C:\Windows\system32\svchost.exe -k netsvcs -p -s UserManager","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","1516","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-19","LOCAL SERVICE","NT AUTHORITY","C:\Windows\system32\svchost.exe -k LocalService -p -s nsi","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","1628","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-19","LOCAL SERVICE","NT AUTHORITY","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s Dhcp","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","1668","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-18","SYSTEM","NT AUTHORITY","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s SysMain","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","1688","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-18","SYSTEM","NT AUTHORITY","C:\Windows\System32\svchost.exe -k netsvcs -p -s Themes","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","1704","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-19","LOCAL SERVICE","NT AUTHORITY","C:\Windows\system32\svchost.exe -k LocalService -p -s EventSystem","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","1840","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-20","NETWORK SERVICE","NT AUTHORITY","C:\Windows\System32\svchost.exe -k NetworkService -p -s NlaSvc","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","1900","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-20","NETWORK SERVICE","NT AUTHORITY","C:\Windows\system32\svchost.exe -k NetworkService -p -s Dnscache","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","1908","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-18","SYSTEM","NT AUTHORITY","C:\Windows\system32\svchost.exe -k netsvcs -p -s SENS","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","1948","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-18","SYSTEM","NT AUTHORITY","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s AudioEndpointBuilder","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","1956","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-19","LOCAL SERVICE","NT AUTHORITY","C:\Windows\system32\svchost.exe -k LocalService -p -s FontCache","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
"CrowdResponse","1872","624","32","NORMAL_PRIORITY_CLASS","0","S-1-5-19","LOCAL SERVICE","NT AUTHORITY","C:\Windows\System32\svchost.exe -k LocalService -p -s netprofm","FALSE","C:\Windows\System32\","svchost.exe","51696","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:45:11Z","2018-09-15T07:28:45Z","Microsoft Corporation","Host Process for Windows Services","10.0.17763.1 (WinBuild.160101.0800)","svchost.exe","&#169; Microsoft Corporation. All rights reserved.","svchost.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Publisher","Embedded","8a0a29438052faed8a2532da50455756","a1385ce20ad79f55df235effd9780c31442aa234","7fd065bac18c5278777ae44908101cdfed72d26fa741367f0ad4d02020787ab6","0x8664","AMD64","7","1932-04-03T21:00:47Z","0","0xf0","0x22","EXECUTABLE_IMAGE|LARGE_ADDRESS_AWARE","0xe","0xd","0x5600","0x5200","0x0","0x3910","0x140003910","0x1000","","0x140000000","0x1000","0x200","0xa","0x0","0xa","0x0","0xa","0x0","0x0","0x10000","0x400","0x130b8","0x2","WINDOWS_GUI","0xc160","DYNAMIC_BASE|NX_COMPAT|TERMINAL_SERVER_AWARE","0x80000","0x4000","0x100000","0x1000","0x0","Unknown: 4883ec28e8870000004883c428e95effffffcccccccccccc","125","","zero_icons|non_standard_build|contain_eof_data","75.383090"
